interpret_hlavni,id,stazeno,nazev_wiki,popis_en,popis_cs,velikost,zanry,datum_narozeni,datum_umrti,zacatek_pusobeni,konec_pusobeni,zalozeni,zanik,gender,misto_puvodu,zeme_puvodu,obcanstvi,etnicita,hlas,nastroje,oceneni,nabozenstvi,orientace,spotify_id,spotify_odberatele
Fetty Wap,Q19361511,True,Fetty Wap,American rapper (born 1991),,člověk,['rap'],+1991-06-07T00:00:00Z,,+2014-00-00T00:00:00Z,,,,muž,Paterson,Spojené státy americké,['Spojené státy americké'],,['baryton'],"['klavír', 'hlas']",,,,6PXS4YHDkKvl1wkIl4V8DL,
P.O.D.,Q494743,True,P.O.D.,American nu metal band,hudební skupina,hudební skupina,"['alternativní metal', 'nu metal']",,,+1992-00-00T00:00:00Z,,+1992-00-00T00:00:00Z,,,San Diego,Spojené státy americké,,,,,,,,6KO6G41BBLTDNYOLefWTMU,
Feed Me,Q1453940,True,Jon Gooch,British DJ,,člověk,,+1984-08-22T00:00:00Z,,+2004-00-00T00:00:00Z,,,,muž,Hertfordshire,Spojené království,['Spojené království'],,,,,,,5FWi1mowu6uiU2ZHwr1rby,
Faydee,Q17148744,True,Faydee,Australian Arabic-language singer-songwriter,,člověk,['contemporary R&B'],+1987-02-02T00:00:00Z,,+2008-00-00T00:00:00Z,,,,muž,Sydney,Austrálie,['Austrálie'],,,,,,,,
Parra For Cuva,Q18763221,True,Parra for Cuva,German DJ,,člověk,['electronica'],+1991-00-00T00:00:00Z,,+2013-00-00T00:00:00Z,,,,muž,Northeim,Německo,['Německo'],,,,,,,238y1dKPtMeFEpX3Y6H1Vr,
Farruko,Q5436372,True,Farruko,Puerto Rican singer,,člověk,"['Latin trap', 'reggaeton']",+1991-05-02T00:00:00Z,,+2009-00-00T00:00:00Z,,,,muž,Bayamón,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,329e4yvIujISKGKz1BZZbO,
Emeli Sandé,Q470429,True,Emeli Sandé,British singer-songwriter,,člověk,"['soul', 'rhythm and blues', 'contemporary R&B']",+1987-03-10T00:00:00Z,,+2008-00-00T00:00:00Z,,,,žena,Sunderland,Spojené království,['Spojené království'],,['soprán'],['hlas'],"['Cena Jamese Joyce', 'Brit Award for British Female Solo Artist', 'člen Řádu britského impéria']",,['bisexualita'],7sfgqEdoeBTjd8lQsPT3Cy,
Phil Collins,Q144622,True,Phil Collins,"English drummer, singer, and songwriter (born 1951)","britský bubeník, zpěvák a skladatel (nar. 1951)",člověk,"['rock', 'progresivní rock', 'jazz fusion', 'funk rock', 'soft rock', 'pop rock', 'pop music']",+1951-01-30T00:00:00Z,,+1968-00-00T00:00:00Z,,,,muž,Londýn,Římská říše,['Spojené království'],,['tenor'],"['bicí souprava', 'bicí nástroje', 'klavír', 'trubka', 'basová kytara', 'hlas', 'dudy', 'kytara']","['MusiCares Person of the Year', 'Silver Clef Award', 'Disney Legends', 'Johnny Mercer Award', 'Královský řád Viktoriin', 'German Radio Award', 'Hvězda na Hollywoodském chodníku slávy']",,,4lxfqrEsLX6N1N4OCSkILp,
Philip George,Q18713875,True,Philip George,British DJ,,člověk,['deep house'],+1993-06-13T00:00:00Z,,+2014-00-00T00:00:00Z,,,,muž,Nottingham,Spojené království,['Spojené království'],,,,,,,,
Public,Q211198,True,audience,group of people who participate in a show or encounter a work of art,,,,,,,,,,,,,,,,,,,,,
Dj Cassidy,Q16202297,True,DJ Cassidy,American DJ and record producer,,člověk,,+1981-01-01T00:00:00Z,,,,,,muž,New York,Spojené státy americké,['Spojené státy americké'],,,,,,,1xLOb1CC0N70wA28T7Q5uE,
Rachel Platten,Q7279360,True,Rachel Platten,American singer and songwriter,,člověk,['pop music'],+1981-05-20T00:00:00Z,,+2003-00-00T00:00:00Z,,,,žena,New York,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,3QLIkT4rD2FMusaqmkepbq,
Rae Sremmurd,Q18123226,True,Rae Sremmurd,American hip hop duo,,hudební duo,['hip hop'],,,+2013-00-00T00:00:00Z,,+2008-00-00T00:00:00Z,,,Tupelo,Spojené státy americké,,,,,,,,7iZtZyCzp3LItcw1wtPI3D,
Discoboys,Q2410895,True,The Disco Boys,German DJ duo,,hudební duo,['house music'],,,+2001-00-00T00:00:00Z,,,,,Hamburk,Německo,,,,,,,,0suokA0Exjok9HBfB0Oc3X,
Disco Boys,Q2410895,True,The Disco Boys,German DJ duo,,hudební duo,['house music'],,,+2001-00-00T00:00:00Z,,,,,Hamburk,Německo,,,,,,,,0suokA0Exjok9HBfB0Oc3X,
Dirty Heads,Q2410892,True,The Dirty Heads,American reggae rock band,,hudební skupina,"['alternativní hip-hop', 'ska', 'acoustic rock', 'reggae fusion', 'Reggae rock']",,,+2006-00-00T00:00:00Z,,+1996-00-00T00:00:00Z,,,Orange County,Spojené státy americké,,,,,,,,6GkJh85o22LfD2vgL9DP6f,
Digital Farm Animals,Q24894854,True,Digital Farm Animals,"British songwriter, music producer and DJ",,člověk,,+1989-00-00T00:00:00Z,,+2013-00-00T00:00:00Z,,,,muž,Stanmore,Spojené království,['Spojené království'],,,,,,,5fyDppLDl1juIu1BcUT5zh,
Diana Krall,Q155879,True,Diana Krall,Canadian recording artist; jazz singer and pianist,,člověk,"['jazz', 'smooth jazz']",+1964-11-16T00:00:00Z,,+1993-00-00T00:00:00Z,,,,žena,Nanaimo,Kanada,['Kanada'],,['alt'],"['klavír', 'hlas', 'klaviatura']","['důstojník Řádu Kanady', 'Kanadský chodník slávy', 'Order of British Columbia']",,,5z1VAFwT35EVvCp1XlZZuL,
Pink Angels,Q4641046,True,Pink Angels,Czech girl band,česká dívčí hudební skupina,hudební skupina,,,,+2007-00-00T00:00:00Z,,,,,,,,,,,,,,,
Prodigy,Q522739,True,Prodigy,American rapper from New York (1974–2017),,člověk,"['East Coast hip hop', 'Gangsta rap', 'hardcore hip hop', 'hip hop']",+1974-11-02T00:00:00Z,+2017-06-20T00:00:00Z,+1991-00-00T00:00:00Z,+2017-00-00T00:00:00Z,,,muž,Long Island,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,,
Dream Theater,Q162586,True,Dream Theater,American progressive metal band,,hudební skupina,"['progresivní rock', 'progresivní metal']",,,+1985-00-00T00:00:00Z,,+1985-00-00T00:00:00Z,,,New York,Spojené státy americké,,,,,,,,2aaLAng2L2aWD2FClzwiep,
Portugal. The Man,Q606879,True,Portugal. The Man,American rock band,americká rocková skupina z Portlandu,hudební skupina,['pop music'],,,+2004-00-00T00:00:00Z,,+2004-01-01T00:00:00Z,,,Wasilla,Spojené státy americké,,,,,,,,4kI8Ie27vjvonwaB2ePh8T,
Dr. Dre,Q6078,True,Dr. Dre,"American rapper, record producer, and businessman (born 1965)","americký rapper, hudební producent a podnikatel",člověk,"['West Coast rap', 'Gangsta rap', 'G-Funk', 'hip hop', 'hardcore hip hop', 'political hip hop', 'Horrorcore']",+1965-02-18T00:00:00Z,,+1985-00-00T00:00:00Z,,,,muž,Compton,Spojené státy americké,['Spojené státy americké'],,,"['sampler', 'klávesový nástroj', 'syntezátor', 'bicí automat', 'hlas', 'kytara']","['California Hall of Fame', 'American Music Award for Favorite Rap/Hip-Hop Artist']",,,6DPYiyq5kWVQS4RGwxzPC7,
Powfu,Q89069821,True,Powfu,Canadian rapper and singer,kanadský rapper a zpěvák,člověk,,+1999-03-31T00:00:00Z,,+2018-00-00T00:00:00Z,,,,muž,Vancouver,Kanada,['Kanada'],,,['hlas'],,,,6bmlMHgSheBauioMgKv2tn,
Filip Topol,Q740044,True,Filip Topol,Czech musician (1965-2013),český hudebník,člověk,,+1965-06-12T00:00:00Z,+2013-06-19T00:00:00Z,,,,,muž,Praha,Česko,"['Česko', 'Československo']",,,"['klavír', 'hlas']",,,,,
One Ok Rock,Q1072736,True,One Ok Rock,Japanese rock band,,hudební skupina,"['alternativní rock', 'punk rock', 'post-hardcore', 'pop punk', 'rap rock', 'hard rock', 'heavy metal', 'Emo']",,,+2005-00-00T00:00:00Z,,+2005-00-00T00:00:00Z,,,Tokio,Japonsko,,,,,,,,7k73EtZwoPs516ZxE72KsO,
One Night Only,Q900597,True,One Night Only,band,,hudební skupina,"['alternativní rock', 'indie rock']",,,+2003-00-00T00:00:00Z,,+2003-00-00T00:00:00Z,,,Helmsley,Spojené království,,,,,,,,,
Five Finger Death Punch,Q749502,True,Five Finger Death Punch,American heavy metal band,americká metalová hudební skupina,hudební skupina,"['alternativní metal', 'Groove metal']",,,+2005-00-00T00:00:00Z,,+2005-00-00T00:00:00Z,,,Las Vegas,Spojené státy americké,,,,,,,,5t28BP42x2axFnqOOMg3CM,
Naďa Urbánková,Q12040463,True,Naďa Urbánková,Czech actress and singer,česká herečka a zpěvačka,člověk,,+1939-06-30T00:00:00Z,+2023-02-03T00:00:00Z,+1964-00-00T00:00:00Z,,,,žena,Nová Paka,Česko,"['Československo', 'Česko']",,,,,,,,
Grace Vanderwaal,Q26897673,True,Grace VanderWaal,American singer-songwriter,,člověk,['pop music'],+2004-01-15T00:00:00Z,,+2017-00-00T00:00:00Z,,,,žena,Lenexa,Spojené státy americké,['Spojené státy americké'],,,"['hlas', 'ukulele', 'kytara', 'klavír', 'saxofon']",['Teen Choice Awards'],,,3YdT8QvV4QvY4DfVJhxdcZ,
Goodboys,Q65052503,True,Goodboys,English house music group,,hudební skupina,,,,,,+2019-00-00T00:00:00Z,,,Londýn,Římská říše,,,,,,,,2nm38smINjms1LtczR0Cei,
Goldfrapp,Q606250,True,Goldfrapp,English electronic music duo,hudební skupina,hudební duo,['electronica'],,,+1999-00-00T00:00:00Z,,+1999-00-00T00:00:00Z,,,Londýn,Římská říše,,,,,,,,5BKsn7SCN2XmbF7apdCpRS,
Gloria Estefan,Q184697,True,Gloria Estefan,Cuban-American singer (born 1957),kubánsko-americká zpěvačka,člověk,"['Latin pop', 'pop music', 'taneční hudba', 'dance-pop']",+1957-09-01T00:00:00Z,,+1977-00-00T00:00:00Z,,,,žena,Havana,Kuba,"['Kuba', 'Spojené státy americké']",,['alt'],"['kytara', 'bicí nástroje']","['MusiCares Person of the Year', 'Latin Grammy Award for Best Short Form Music Video', 'Latin Grammy Award for Best Traditional Tropical Album', 'Grammy Award for Best Tropical Latin Album', 'Latin Grammy Award for Best Tropical Song', 'Latin Recording Academy Person of the Year', 'Grammy Award for Best Tropical Latin Album', 'Broadcast Film Critics Association Award for Best Song', 'American Music Award of Merit', 'Grammy Award for Best Tropical Latin Album', 'Premios Ondas', ""Florida Women's Hall of Fame"", 'Florida Artists Hall of Fame', 'Prezidentská medaile svobody', 'zlatá medaile Za zásluhy o krásná umění', 'Gershwinova cena', 'Lo Nuestro Excellence Award', 'Lo Nuestro Excellence Award', 'Latin Songwriters Hall of Fame', 'Hvězda na Hollywoodském chodníku slávy', 'Billboard Spirit of Hope Award', 'čestný doktor Miamské univerzity', 'Songwriters Hall of Fame', 'Great Immigrants']",['buddhista'],,5IFCkqu9J6xdWeYMk5I889,
Giorgio Moroder,Q312674,True,Giorgio Moroder,Italian record producer and composer,italský hudební skladatel,člověk,"['euro disco', 'disco', 'elektronická taneční hudba']",+1940-04-26T00:00:00Z,,+1965-00-00T00:00:00Z,,,,muž,Ortisei,Itálie,['Itálie'],['Ladins'],,['syntezátor'],"['Oscar za nejlepší hudbu', 'Oscar za nejlepší filmovou píseň', 'Oscar za nejlepší filmovou píseň', 'Bambi Award', 'Bambi Award', 'Cena Grammy za nejlepší taneční nahrávku', 'komandér Řádu za zásluhy o Italskou republiku', 'Zlatý glóbus za nejlepší filmovou píseň', 'Zlatý glóbus za nejlepší hudbu', 'Zlatý glóbus za nejlepší hudbu', 'Cena Grammy za nejlepší soundrack', 'Cena Grammy za nejlepší instrumentální kompozici', 'Cena Grammy za album roku', 'Zlatý glóbus za nejlepší filmovou píseň']",,,6jU2Tt13MmXYk0ZBv1KmfO,
Gesaffelstein,Q381562,True,Gesaffelstein,French electronic musician,,člověk,"['techno', 'electro', 'elektronická taneční hudba', 'synthpop', 'EBM', 'electro-industrial', 'klasická hudba', 'synthwave']",+1985-06-13T00:00:00Z,,+2008-00-00T00:00:00Z,,,,muž,8th arrondissement of Lyon,Francie,['Francie'],,,,,,,3hteYQFiMFbJY7wS0xDymP,
Gerard Way,Q204132,True,Gerard Way,American singer,americký hudebník a autor komiksů,člověk,"['rock', 'alternativní rock', 'pop punk', 'post-hardcore']",+1977-04-09T00:00:00Z,,+2001-00-00T00:00:00Z,,,,muž,Summit,Spojené státy americké,['Spojené státy americké'],,"['tenore di grazia', 'tenor']","['hlas', 'elektrická kytara']",,,,4YZ5ECfbM2xSTSQTJGBbO5,
Natálie Grossová,Q95149181,True,Natálie Grossová,"Czech actor, singer, and dancer","česká herečka, zpěvačka a stepařka",člověk,,+2002-09-28T00:00:00Z,,,,,,žena,Praha,Česko,['Česko'],,,,,,,,
Greenhorns,Q12018456,True,Greenhorns,czech country music band,česká country skupina,hudební skupina,,,,,,+1965-00-00T00:00:00Z,,,,,,,,,,,,,
Monrose,Q30773,True,Monrose,German pop band,,hudební skupina,['pop music'],,,+2006-00-00T00:00:00Z,,+2006-00-00T00:00:00Z,,,Německo,Německo,,,,,,,,6y5noymXdPvXf7wjIAgQOY,
Morcheeba,Q749019,True,Morcheeba,English electronic band,britská hudební skupina,hudební skupina,"['Trip hop', 'elektronická hudba']",,,+1995-00-00T00:00:00Z,,+1995-00-00T00:00:00Z,,,Londýn,Římská říše,,,,,,,,6bWxFw65IEJzBYjx3SxUXd,
Hadouken!,Q1522079,True,Hadouken!,British rock/electronica band,,hudební skupina,"['electro', 'grindie']",,,+2006-00-00T00:00:00Z,,+2006-00-00T00:00:00Z,,,Londýn,Římská říše,,,,,,,,,
Haddaway,Q156783,True,Haddaway,Trinidadian-German singer,trinidadský zpěvák,člověk,['elektronická taneční hudba'],+1965-01-09T00:00:00Z,,+1992-00-00T00:00:00Z,,,,muž,Port of Spain,Trinidad a Tobago,"['Německo', 'Trinidad a Tobago']",,,['hlas'],['Cena Echo Pop za hit roku'],,,,
Gregory Porter,Q3116385,True,Gregory Porter,"American jazz vocalist, songwriter, and actor",americký zpěvák,člověk,"['blues', 'vocal jazz', 'soul']",+1971-11-04T00:00:00Z,,+1998-00-00T00:00:00Z,,,,muž,Sacramento,Spojené státy americké,['Spojené státy americké'],,['baryton'],['hlas'],,,,06nevPmNVfWUXyZkccahL8,
Grouplove,Q1153346,True,Grouplove,American rock band,,hudební skupina,['alternativní rock'],,,+2009-00-00T00:00:00Z,,+2009-00-00T00:00:00Z,,,Los Angeles,Spojené státy americké,,,,,,,,3kVUvbeRdcrqQ3oHk5hPdx,
Natalie La Rose,Q19019113,True,Natalie La Rose,"Dutch–Surinamese singer, songwriter and dancer",,člověk,['contemporary R&B'],+1988-07-11T00:00:00Z,,+2010-00-00T00:00:00Z,,,,žena,Amsterdam,Nizozemsko,['Nizozemské království'],,,['hlas'],,,,2qdONMCoDngQk0eV4Avs1i,
Greta Van Fleet,Q30636835,True,Greta Van Fleet,"American rock band from Frankenmuth, Michigan",americká hudební skupina,hudební skupina,"['hard rock', 'blues rock', 'folk rock', 'country rock']",,,+2012-00-00T00:00:00Z,,+2012-00-00T00:00:00Z,,,Frankenmuth,Spojené státy americké,,,,,['Cena Grammy za nejlepší rockové roku'],,,4NpFxQe2UvRCAjto3JqlSl,
George Michael,Q130311,True,George Michael,English singer-songwriter (1963–2016),"britský zpěvák, skladatel a producent",člověk,"['pop music', 'taneční hudba', 'soul', 'contemporary R&B', 'synthpop', 'funk', 'dance-pop', 'soft rock', 'post-disco', 'adult contemporary', 'bílý soul', 'rhythm and blues', 'pop rock', 'jazz']",+1963-06-25T00:00:00Z,+2016-12-25T00:00:00Z,+1981-00-00T00:00:00Z,+2016-00-00T00:00:00Z,,,muž,East Finchley,Spojené království,['Spojené království'],,"['tenor', 'tenore di grazia']",['hlas'],"['BRIT Awards', 'BRIT Awards', 'Golden Raspberry Award for Worst Original Song', 'Grammy Award', 'American Music Award for Favorite Soul/R&B Album', 'Favorite Pop/Rock Male Artist', 'Favorite Soul/R&B Male Artist', 'BRIT Awards', 'BRIT Awards']",['nenáboženská spiritualita'],['bisexualita'],19ra5tSw0tWufvUp8GotLo,
Geo Da Silva,Q5533940,True,Geo Da Silva,Romanian DJ,,člověk,['house music'],+1976-06-12T00:00:00Z,,+1994-00-00T00:00:00Z,,,,muž,Temešvár,Rumunské království,['Rumunsko'],,,['hlas'],,,,,
Frankie Goes To Hollywood,Q73597,True,Frankie Goes to Hollywood,British band,britská popová skupina,hudební skupina,"['elektronická taneční hudba', 'synthpop', 'pop rock', 'nová vlna', 'Hi-NRG', 'taneční hudba']",,,+1980-00-00T00:00:00Z,,+1980-01-01T00:00:00Z,,,Liverpool,Spojené království,,,,,,,,1mZu3rO7qSD09GdDpePHhY,
Ocean Park Standoff,Q29468916,True,Ocean Park Standoff,American pop band,,hudební skupina,,,,+2016-00-00T00:00:00Z,,+2016-01-01T00:00:00Z,,,,,,,,,,,,,
Oldřich Veselý,Q12042456,True,Oldřich Veselý,"Czech composer, keyboard player and singer","český hudební skladatel, klávesista a zpěvák",člověk,,+1948-11-13T00:00:00Z,+2018-01-17T00:00:00Z,,,,,muž,Brno,Česko,['Česko'],,,['klávesový nástroj'],,,,,
Fratellis,Q1127565,True,The Fratellis,Scottish indie rock band,,hudební skupina,"['alternativní rock', 'rock', 'Folk punk', 'indie rock', 'post-punk revival', 'blues rock', 'garage rock', 'punk rock', 'indie pop']",,,+2005-00-00T00:00:00Z,,+2005-00-00T00:00:00Z,,,Glasgow,Spojené království,,,,,['Brit Award for British Breakthrough Act'],,,3M4ThdJR28z9eSMcQHAZ5G,
Florida Georgia Line,Q3644642,True,Florida Georgia Line,American country music duo,,hudební duo,['country'],,,+2010-00-00T00:00:00Z,+2022-00-00T00:00:00Z,+2010-00-00T00:00:00Z,,,Nashville,Spojené státy americké,,,,,,,,3b8QkneNDz4JHKKKlLgYZg,
Fleur East,Q18705115,True,Fleur East,British singer,,člověk,"['contemporary R&B', 'hip hop', 'soul', 'pop music', 'taneční hudba']",+1987-10-29T00:00:00Z,,+2005-00-00T00:00:00Z,,,,žena,Walthamstow,Spojené království,['Spojené království'],,,['hlas'],,,,37mtx80nMDETlbsq2eFCzc,
Ondřej G. Brzobohatý,Q12042658,True,Ondřej Brzobohatý,"Czech actor, composer, keyboard player and presenter (*1983)","český herec, hudební skladatel, klávesista a moderátor (*1983)",člověk,,+1983-02-02T00:00:00Z,,,,,,muž,Praha,Česko,['Česko'],,,['klávesový nástroj'],,,,,
Ondřej Hejma,Q7092246,True,Ondřej Hejma,Czech musician and writer,český novinář a zpěvák,člověk,,+1951-02-03T00:00:00Z,,+1971-00-00T00:00:00Z,,,,muž,Praha,Česko,"['Česko', 'Československo']",,,,,,,,
Notorious B.I.G.,Q179157,True,The Notorious B.I.G.,American rapper from New York (1972–1997),americký rapper,člověk,"['hip hop', 'Gangsta rap', 'East Coast hip hop', 'hardcore hip hop', 'G-Funk']",+1972-05-21T00:00:00Z,+1997-03-09T00:00:00Z,+1992-00-00T00:00:00Z,+1997-00-00T00:00:00Z,,,muž,Brooklyn,Spojené státy americké,['Spojené státy americké'],"['Afroameričané', 'Američané jamajského původu']",,['hlas'],,,,5me0Irg2ANcsgc93uaYrpb,
Gabriela Al Dhábba,Q12017992,True,Gabriela Al Dhábba,Czech singer,česká zpěvačka,člověk,,+1985-04-15T00:00:00Z,,,,,,žena,,,,,,['hlas'],,,,,
Nicky Your,Q112666811,True,Nicky Youre,American singer-songwriter,,člověk,['indie pop'],+2000-00-00T00:00:00Z,,,,,,muž,"June 4, 1999",,['Spojené státy americké'],,,,,,,7qmpXeNz2ojlMl2EEfkeLs,
Gavin James,Q19587614,True,Gavin James,"Irish composer, singer and guitarist",,člověk,['pop music'],+1991-07-05T00:00:00Z,,+2013-00-00T00:00:00Z,,,,muž,Dublin,Spojené království Velké Británie a Irska,['Irsko'],,,"['kytara', 'hlas']",,,,25tMQOrIU4LlUo6Sv8v5SE,
Nightwish,Q43510,True,Nightwish,Finnish symphonic metal band,finská symfonicmetalová hudební skupina,hudební skupina,"['symfonický metal', 'power metal']",,,+1996-00-00T00:00:00Z,,+1996-07-00T00:00:00Z,,,Kitee,Finsko,,,,,"['ECHO Pop', 'MTV Europe Music Award for Best Finnish Act', 'Finnish Music Hall of Fame', 'Emma Award for Best Band of the Year']",,,2NPduAUeLVsfIauhRwuft1,
Gaia Mesiah,Q12018019,True,Gaia Mesiah,Czech band,česká hudební skupina,hudební skupina,,,,,,,,,,,,,,,,,,,
Norah Jones,Q549981,True,Norah Jones,American musician (born 1979),"americká pianistka, zpěvačka a skladatelka",člověk,"['jazz', 'smooth jazz', 'country', 'blues', 'soul']",+1979-03-30T00:00:00Z,,+2001-00-00T00:00:00Z,,,,žena,Brooklyn,Spojené státy americké,['Spojené státy americké'],,['alt'],"['klavír', 'kytara', 'hlas']","['Cena Grammy pro nejlepšího nového umělce', 'Amadeus Austrian Music Awards', 'Cena Grammy za album roku', 'Cena Grammy za nahrávku roku']",,,2Kx7MNY7cI1ENniW7vT30N,
Nitty,Q7041575,True,Nitty,American rapper,,člověk,['hip hop'],+1977-12-23T00:00:00Z,,+2004-00-00T00:00:00Z,,,,muž,,,['Spojené státy americké'],,,['hlas'],,,,,
No Angels,Q155123,True,No Angels,German all-female pop band,německá hudební skupina,hudební skupina,['pop music'],,,+2000-00-00T00:00:00Z,,+2001-00-00T00:00:00Z,,,Německo,Německo,,,,,"['Cena Echo Pop pro nejlepší německou popovou skupinu', 'Cena Echo Pop za hit roku']",,,3MzJcP62FVm6yKcprsiT7r,
No Doubt,Q43259,True,No Doubt,American rock band,hudební skupina,hudební skupina,"['rock', 'alternativní rock', 'Reggae rock', 'reggae fusion', 'ska punk', 'pop music', 'post-grunge', 'punk rock', 'nová vlna', 'pop rock', 'ska', 'pop punk']",,,+1986-00-00T00:00:00Z,,+1986-00-00T00:00:00Z,,,Anaheim,Spojené státy americké,,,,,"['MTV Video Music Award for Best Group Video', 'Grammy Award for Best Pop Performance by a Duo or Group with Vocals', 'MTV Video Music Award for Best Pop Video', 'MTV Video Music Award for Best Pop Video', 'MTV Video Music Award for Best Group Video', 'Grammy Award for Best Pop Performance by a Duo or Group with Vocals', 'MTV Video Music Award for Best Group Video', 'Premios Oye!']",,,0cQbJU1aAzvbEmTuljWLlF,
Funkstar Deluxe,Q5509279,True,Funkstar De Luxe,Danish record producer and DJ,,člověk,['electronica'],+1973-01-01T00:00:00Z,,+1999-00-00T00:00:00Z,,,,muž,Odense,Dánsko,['Dánské království'],,,,,,,,
